Name,INJ_1,INJ_2,INJ_3,INJ_4,INJ_5,INJ_6,INJ_7,INJ_8,INJ_9,INJ_10,INJ_11,INJ_12,INJ_13,INJ_14,INJ_15,INJ_16,Team,Year
Trey Burton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eagles,2015
Nolan Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
James Casey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Brent Celek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Trent Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eagles,2015
Riley Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Fletcher Cox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Zach Ertz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Bradley Fletcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eagles,2015
Nick Foles,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Eagles,2015
Najee Goode,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Eagles,2015
Brandon Graham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Todd Herremans,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Eagles,2015
Josh Huff,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Malcolm Jenkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Lane Johnson,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Jason Kelce,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Eagles,2015
Mychal Kendricks,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Bennie Logan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Travis Long,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Eagles,2015
Jeremy Maclin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Jeff Maehl,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Eagles,2015
Chris Maragos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Evan Mathis,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Eagles,2015
Jordan Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Cody Parkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Jason Peters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Chris Polk,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eagles,2015
DeMeco Ryans,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Eagles,2015
Brad Smith,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Eagles,2015
Darren Sproles,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eagles,2015
Cedric Thornton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Matt Tobin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Jaylen Watkins,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Eagles,2015
Cary Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2015
Earl Wolff,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,Eagles,2015
David Amerson,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Redskins,2015
Chris Baker,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Redskins,2015
E.J. Biggers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Redskins,2015
Stephen Bowen,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Bashaud Breeland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Courtney Bridget,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2015
Mike Caussin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Ryan Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Barry Cofield,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Redskins,2015
Tom Compton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
William Compton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Kai Forbath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Kedric Golston,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,Redskins,2015
Robert Griffin,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Redskins,2015
DeAngelo Hall,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2015
Leonard Hankerson,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Redskins,2015
Jason Hatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Redskins,2015
Adam Hayward,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Redskins,2015
Roy Helu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Redskins,2015
Duke Ihenacho,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2015
DeSean Jackson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Redskins,2015
Tanard Jackson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2015
Jackson Jeffcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Jarvis Jenkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Akeem Jordan,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,Redskins,2015
Frank Kearse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Ryan Kerrigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Shawn Lauvao,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Kory Lichtensteiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Colt McCoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Redskins,2015
Brandon Meriweather,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Redskins,2015
Gabe Miller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Redskins,2015
Chase Minnifield,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Redskins,2015
Alfred Morris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Morgan Moses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Redskins,2015
Trent Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Redskins,2015
Chris Neild,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2015
Brian Orakpo,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Redskins,2015
Niles Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Logan Paulsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Tyler Polumbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Tracy Porter,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,Redskins,2015
Silas Redd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Redskins,2015
Jordan Reed,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Redskins,2015
Jerry Rice,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2015
Perry Riley,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Redskins,2015
Keenan Robinson,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Redskins,2015
Trent Robinson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Darryl Sharpton,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Trent Williams,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Redskins,2015
Darrel Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2015
Ken Bishop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Josh Brent,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Cowboys,2015
Dez Bryant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Brandon Carr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Bruce Carter,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Cowboys,2015
Barry Church,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Morris Claiborne,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2015
Davon Coleman,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Jack Crawford,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,Cowboys,2015
Tyrone Crawford,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cowboys,2015
Justin Durant,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,Cowboys,2015
Lavar Edwards,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Gavin Escobar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Doug Free,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,Cowboys,2015
Ben Gardner,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2015
Jakar Hamilton,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
James Hanna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Nick Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Jeff Heath,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Cowboys,2015
Anthony Hitchens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Cameron Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Demarcus Lawrence,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,Cowboys,2015
Ronald Leary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cowboys,2015
Sean Lee,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2015
Zack Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Rolando McClain,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,Cowboys,2015
Terrell McClain,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Henry Melton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Jeremy Mincey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
DeMarco Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Amobi Okoye,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2015
Jermey Parnell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Tyler Patmon,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Cowboys,2015
Joseph Randle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Tony Romo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cowboys,2015
Orlando Scandrick,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
George Selvie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Tyron Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Anthony Spencer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
C.J. Spillman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Dekoda Watson,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Cowboys,2015
Darrion Weems,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2015
Chris Whaley,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2015
Terrance Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2015
Prince Amukamara,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Giants,2015
Robert Ayers,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Giants,2015
Jon Beason,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,Giants,2015
Odell Beckham,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Nat Berhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Zackary Bowman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
James Brewer,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,Giants,2015
Charles Brown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Michael Cox,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Giants,2015
Victor Cruz,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Giants,2015
Daniel Fells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Marcus Harris,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2015
Paul Hazel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Eric Herman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Mark Herzlich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Giants,2015
Peyton Hillis,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Giants,2015
Trindon Holliday,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Jayron Hosley,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Cullen Jenkins,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,Giants,2015
Rashad Jennings,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,Giants,2015
Jerrel Jernigan,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2015
Devon Kennard,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Mathias Kiwanuka,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Giants,2015
Troy Kropog,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2015
Markus Kuhn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Eli Manning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Terrell Manning,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Giants,2015
Mario Manningham,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Trumaine McBride,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Giants,2015
Jameel McClain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Damontre Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Brandon Mosley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Preston Parker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Spencer Paysinger,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Giants,2015
Jason Pierre-Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Justin Pugh,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Giants,2015
Weston Richburg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Giants,2015
Dominique Rodgers-Cromartie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Geoff Schwartz,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,Giants,2015
Adam Snyder,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,Giants,2015
Cooper Taylor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2015
Walter Thurmond,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2015
Steve Weatherford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Andre Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2015
Jacquian Williams,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Giants,2015
David Wilson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2015
Jared Allen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
David Bass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Martellus Bennett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Taylor Boggs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bears,2015
Jonathan Bostic,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Bears,2015
Lance Briggs,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,Bears,2015
Eben Britton,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,Bears,2015
Jermon Bushrod,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bears,2015
Jimmy Clausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bears,2015
Chris Conte,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Bears,2015
Brian De La Puente,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Bears,2015
Ahmad Dixon,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Bears,2015
Shaun Draughn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
David Fales,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Ego Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Tony Fiammetta,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Kyle Fuller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Roberto Garza,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Robbie Gould,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Bears,2015
Lamarr Houston,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Bears,2015
Demontre Hurst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Alshon Jeffery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Tim Jennings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Kyle Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bears,2015
Al Louis-Jean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bears,2015
Brandon Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bears,2015
Shea McClellin,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Bears,2015
Danny McCray,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bears,2015
Sherrick McManis,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Bears,2015
Zach Miller,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2015
Jordan Mills,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Bears,2015
Terrance Mitchell,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Bears,2015
Josh Morgan,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Bears,2015
Ryan Mundy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Michael Ola,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bears,2015
Jay Ratliff,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Bears,2015
Trevor Scott,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Bears,2015
Darryl Sharpton,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Bears,2015
Matt Slauson,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,Bears,2015
Will Sutton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bears,2015
Charles Tillman,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2015
Brock Vereen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2015
Cornelius Washington,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bears,2015
Chris Williams,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Bears,2015
D.J. Williams,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,Bears,2015
Marquess Wilson,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Bears,2015
Willie Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bears,2015
Matt Asiata,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Vikings,2015
Anthony Barr,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Vikings,2015
Robert Blanton,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vikings,2015
Teddy Bridgewater,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Matt Cassel,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2015
Scott Crichton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Vikings,2015
Dom DeCicco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2015
Ahmad Dixon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Vlad Ducasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Vikings,2015
Rhett Ellison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Antone Exum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Vikings,2015
Jerome Felton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Sharrif Floyd,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Vikings,2015
Chase Ford,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Vikings,2015
Brandon Fusco,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2015
Chad Greenway,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Vikings,2015
Everson Griffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Mike Harris,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Vikings,2015
Gerald Hodges,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Vikings,2015
Greg Jennings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Charles Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Charlie Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Vikings,2015
Linval Joseph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Matt Kalil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Zach Line,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Phil Loadholt,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Vikings,2015
Cullen Loeffler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Michael Mauti,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Vikings,2015
Jerick McKinnon,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Vikings,2015
Captain Munnerlyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Cordarrelle Patterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Adrian Peterson,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2015
Jabari Price,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Vikings,2015
Mistral Raymond,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2015
Xavier Rhodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Josh Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Brian Robison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Kyle Rudolph,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,Vikings,2015
Josh Samuda,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2015
Jamarca Sanford,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Andrew Sendejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Jerome Simpson,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Harrison Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Rodney Smith,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
John Sullivan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Brandon Watts,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Vikings,2015
Corey Wootton,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Vikings,2015
Jarius Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2015
Jared Abbrederis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2015
Aaron Adams,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2015
Davante Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2015
David Bakhtiari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2015
Don Barclay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2015
Sam Barrington,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Packers,2015
Brandon Bostick,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Packers,2015
Josh Boyd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Packers,2015
Jarrett Boykin,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Packers,2015
Bryan Bulaga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Packers,2015
Morgan Burnett,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Packers,2015
Jarrett Bush,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Packers,2015
Mike Daniels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2015
Kevin Dorsey,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Packers,2015
Jayrone Elliott,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packers,2015
Bruce Gaston,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Packers,2015
