Team,Home,Win,Opp,Diff,Game,Year,Week
Redskins,1,0,Chiefs,-35,13,2014,14
Redskins,0,0,Falcons,-1,14,2014,15
Redskins,1,0,Cowboys,-1,15,2014,16
Redskins,0,0,Giants,-14,16,2014,17
Saints,1,1,Falcons,6,1,2014,1
Saints,0,1,Buccaneers,2,2,2014,2
Saints,1,1,Cardinals,24,3,2014,3
Saints,1,1,Dolphins,21,4,2014,4
Saints,0,1,Bears,8,5,2014,5
Saints,0,0,Patriots,-3,6,2014,6
Saints,1,1,Bills,18,7,2014,8
Saints,0,0,Jets,-6,8,2014,9
Saints,1,1,Cowboys,32,9,2014,10
Saints,1,1,49ers,3,10,2014,11
Saints,0,1,Falcons,4,11,2014,12
Saints,0,0,Seahawks,-27,12,2014,13
Saints,1,1,Panthers,18,13,2014,14
Saints,0,0,Rams,-11,14,2014,15
Saints,0,0,Panthers,-4,15,2014,16
Saints,1,1,Buccaneers,25,16,2014,17
Seahawks,0,1,Panthers,5,1,2014,1
Seahawks,1,1,49ers,26,2,2014,2
Seahawks,1,1,Jaguars,28,3,2014,3
Seahawks,0,1,Texans,3,4,2014,4
Seahawks,0,0,Colts,-6,5,2014,5
Seahawks,1,1,Titans,7,6,2014,6
Seahawks,0,1,Cardinals,12,7,2014,7
Seahawks,0,1,Rams,5,8,2014,8
Seahawks,1,1,Buccaneers,3,9,2014,9
Seahawks,0,1,Falcons,23,10,2014,10
Seahawks,1,1,Vikings,21,11,2014,11
Seahawks,1,1,Saints,27,12,2014,13
Seahawks,0,0,49ers,-2,13,2014,14
Seahawks,0,1,Giants,23,14,2014,15
Seahawks,1,0,Cardinals,-7,15,2014,16
Seahawks,1,1,Rams,18,16,2014,17
Steelers,1,0,Titans,-7,1,2014,1
Steelers,0,0,Bengals,-10,2,2014,2
Steelers,1,0,Bears,-17,3,2014,3
Steelers,0,0,Vikings,-7,4,2014,4
Steelers,0,1,Jets,13,5,2014,6
Steelers,1,1,Ravens,3,6,2014,7
Steelers,0,0,Raiders,-3,7,2014,8
Steelers,0,0,Patriots,-24,8,2014,9
Steelers,1,1,Bills,13,9,2014,10
Steelers,1,1,Lions,10,10,2014,11
Steelers,0,1,Browns,16,11,2014,12
Steelers,0,0,Ravens,-2,12,2014,13
Steelers,1,0,Dolphins,-6,13,2014,14
Steelers,1,1,Bengals,10,14,2014,15
Steelers,0,1,Packers,7,15,2014,16
Steelers,1,1,Browns,13,16,2014,17
Texans,0,1,Chargers,3,1,2014,1
Texans,1,1,Titans,6,2,2014,2
Texans,0,0,Ravens,-21,3,2014,3
Texans,1,0,Seahawks,-3,4,2014,4
Texans,0,0,49ers,-31,5,2014,5
Texans,1,0,Rams,-25,6,2014,6
Texans,0,0,Chiefs,-1,7,2014,7
Texans,1,0,Colts,-3,8,2014,9
Texans,0,0,Cardinals,-3,9,2014,10
Texans,1,0,Raiders,-5,10,2014,11
Texans,1,0,Jaguars,-7,11,2014,12
Texans,1,0,Patriots,-3,12,2014,13
Texans,0,0,Jaguars,-7,13,2014,14
Texans,0,0,Colts,-22,14,2014,15
Texans,1,0,Broncos,-24,15,2014,16
Texans,0,0,Titans,-6,16,2014,17
Titans,0,1,Steelers,7,1,2014,1
Titans,0,0,Texans,-6,2,2014,2
Titans,1,1,Chargers,3,3,2014,3
Titans,1,1,Jets,25,4,2014,4
Titans,1,0,Chiefs,-9,5,2014,5
Titans,0,0,Seahawks,-7,6,2014,6
Titans,1,0,49ers,-14,7,2014,7
Titans,0,1,Rams,7,8,2014,9
Titans,1,0,Jaguars,-2,9,2014,10
Titans,1,0,Colts,-3,10,2014,11
Titans,0,1,Raiders,4,11,2014,12
Titans,0,0,Colts,-8,12,2014,13
Titans,0,0,Broncos,-23,13,2014,14
Titans,1,0,Cardinals,-3,14,2014,15
Titans,0,1,Jaguars,4,15,2014,16
Titans,1,1,Texans,6,16,2014,17
Vikings,0,0,Lions,-10,1,2014,1
Vikings,0,0,Bears,-1,2,2014,2
Vikings,1,0,Browns,-4,3,2014,3
Vikings,1,1,Steelers,7,4,2014,4
Vikings,1,0,Panthers,-25,5,2014,6
Vikings,0,0,Giants,-16,6,2014,7
Vikings,1,0,Packers,-13,7,2014,8
Vikings,0,0,Cowboys,-4,8,2014,9
Vikings,1,1,Redskins,7,9,2014,10
Vikings,0,0,Seahawks,-21,10,2014,11
Vikings,0,0,Packers,0,11,2014,12
Vikings,1,1,Bears,3,12,2014,13
Vikings,0,0,Ravens,-3,13,2014,14
Vikings,1,1,Eagles,18,14,2014,15
Vikings,0,0,Bengals,-28,15,2014,16
Vikings,1,1,Lions,1,16,2014,17
